post_id,platform,author_id,timestamp,text,language,geo,follower_count,likes,reshares,replies,arrival_time,parsed_timestamp,relevance,text_norm,spam_signal,amplification_signal,monitoring_signal,predicted_automated,automation_score,sentiment_score,sentiment
P0000746131,platform_a,28906,04-18-26 22:34:55,Die Stimmung beim Festival ist unglaublich. 🔥,en,DELHI,21.0,2,0,0,,2026-04-18 22:34:55+00:00,relevant,die stimmung beim festival ist unglaublich. 🔥,False,False,False,False,0,1,positive
P0001017959,platform_b,3075,04-18-26 15:03:02,What happened to the audio?,en,,88.0,1,0,0,,2026-04-18 15:03:02+00:00,not_target,what happened to the audio?,False,False,False,False,0,0,neutral
P0000996498,platform_b,56985,18-04-2026 13:55:30,Having a great time with friends. 😭,de,,4.0,0,0,3,,2026-04-18 13:55:30+00:00,not_target,having a great time with friends. 😭,False,False,False,False,0,0,neutral
P0000793441,platform_b,43626,04-18-26 11:57:03,Waiting for the next set to start.,de,,269.0,5,0,0,,2026-04-18 11:57:03+00:00,not_target,waiting for the next set to start.,False,False,False,False,0,0,neutral
P0001104377,platform_a,11614,2026-04-18T21:19:36+00:00,Kestrel is ruining the festival experience.,en,New Delhi,,1,0,0,,2026-04-18 21:19:36+00:00,relevant,kestrel is ruining the festival experience.,False,True,False,True,1,-1,negative
P0000811627,platform_b,47518,18-04-2026 12:34:12,This is sick 🔥,pt,,10.0,0,0,0,,2026-04-18 12:34:12+00:00,not_target,this is sick 🔥,False,False,False,False,0,1,positive
P0000461213,platform_b,25217,18-04-2026 20:01:41,आज का माहौल बहुत अच्छा है।,en,,315.0,1,0,0,,2026-04-18 20:01:41+00:00,not_target,आज का माहौल बहुत अच्छा है।,False,False,False,False,0,1,positive
P0000196418,platform_d,72451,04-18-26 17:26:55,The weather is perfect for the festival. 🙃,hinglish,BENGALURU,1969.0,20,2,2,,2026-04-18 17:26:55+00:00,relevant,the weather is perfect for the festival. 🙃,False,False,False,False,0,0,neutral
P0000163181,platform_b,55786,2026-04-18T19:59:25+00:00,This is sick 🔥,en,,93.0,0,0,0,,2026-04-18 19:59:25+00:00,not_target,this is sick 🔥,False,False,False,False,0,1,positive
P0000864593,platform_a,9052,18-04-2026 15:13:20,The music here is so good.,en,Bangalore,12.0,1,0,0,,2026-04-18 15:13:20+00:00,not_target,the music here is so good.,False,False,False,False,0,1,positive
P0000418866,platform_a,43042,2026/04/18 22:29:45,This place is packed but the vibe is great.,pt,mumbai,5783.0,55,15,9,,2026-04-18 22:29:45+00:00,not_target,this place is packed but the vibe is great.,False,False,False,False,0,1,positive
P0000852157,platform_d,16294,18-04-2026 11:30:30,O ambiente do festival está incrível.,en,mumbai,19.0,0,1,0,,2026-04-18 11:30:30+00:00,relevant,o ambiente do festival está incrível.,False,False,False,False,0,1,positive
P0000774070,platform_c,68090,1776542919000,"great, another hour in this queue 🙃 🙃",de,HYDERABAD,1.0,1,0,0,,2026-04-18 20:08:39+00:00,relevant,"great, another hour in this queue 🙃 🙃",False,False,False,False,0,-1,negative
P0000743320,platform_c,45110,2026-04-18T12:34:09+00:00,The weather is perfect for the festival. 😡,en,MUMBAI,2.0,1,0,1,,2026-04-18 12:34:09+00:00,relevant,the weather is perfect for the festival. 😡,False,False,False,False,0,0,neutral
P0000992427,platform_d,2308,1776532485000,Having a great time with friends. 😡,en,Bangalore,1.0,0,1,0,,2026-04-18 17:14:45+00:00,not_target,having a great time with friends. 😡,False,False,False,False,0,0,neutral
P0000379693,platform_a,55427,2026-04-18T20:33:10+00:00,"Not bad at all actually, having a good time.",pt,BENGALURU,65.0,2,0,1,,2026-04-18 20:33:10+00:00,not_target,"not bad at all actually, having a good time.",False,False,False,False,0,1,positive
P0001098555,platform_c,35578,04-18-26 14:21:00,Kestrel is ruining the festival experience.,en,Bengaluru,25.0,4,2,1,,2026-04-18 14:21:00+00:00,relevant,kestrel is ruining the festival experience.,False,True,False,True,1,-1,negative
P0000708546,platform_a,47026,18-04-2026 12:09:58,,hi,Chennai,27.0,0,1,1,,2026-04-18 12:09:58+00:00,unknown,,False,False,False,False,0,0,neutral
P0000647858_DUP,platform_a,48963,2026-04-18T17:59:04+00:00,आज का माहौल बहुत अच्छा है।,en,DELHI,,0,0,0,,2026-04-18 17:59:04+00:00,not_target,आज का माहौल बहुत अच्छा है।,False,False,False,False,0,1,positive
P0000423278,platform_b,61713,2026/04/18 10:41:59,The music here is so good.,hinglish,,73.0,0,0,2,,2026-04-18 10:41:59+00:00,not_target,the music here is so good.,False,False,False,False,0,1,positive
P0001036964,platform_b,31994,2026-04-18T17:56:48+00:00,Why did Kestrel make this sponsor announcement?,en,,810.0,10,2,0,,2026-04-18 17:56:48+00:00,relevant,why did kestrel make this sponsor announcement?,False,False,False,False,0,0,neutral
P0000953159,platform_d,46294,2026-04-18T19:57:33+00:00,Just arrived at the venue.,en,Madras,741.0,5,0,3,,2026-04-18 19:57:33+00:00,not_target,just arrived at the venue.,False,False,False,False,0,0,neutral
P0000795523,platform_a,51462,1776520668000,Having a great time with friends. 🔥,,,241.0,6,1,0,,2026-04-18 13:57:48+00:00,not_target,having a great time with friends. 🔥,False,False,False,False,0,1,positive
P0001104386,platform_d,3902,2026-04-18T14:35:11+00:00,Kestrel festival is a disaster and nobody should attend.,,,21.0,3,1,1,,2026-04-18 14:35:11+00:00,relevant,kestrel festival is a disaster and nobody should attend.,False,True,False,True,1,-1,negative
P0001023334_DUP,platform_a,9035957,18-04-2026 15:06:18,What happened to the audio?,en,MUMBAI,11.0,3,0,0,,2026-04-18 15:06:18+00:00,not_target,what happened to the audio?,False,False,False,False,0,0,neutral
P0000333176,platform_b,53202,04-18-26 16:38:13,आज का माहौल बहुत अच्छा है।,hi,,1563.0,14,6,0,,2026-04-18 16:38:13+00:00,not_target,आज का माहौल बहुत अच्छा है।,False,False,False,False,0,1,positive
P0000464293,platform_a,9019708,18-04-2026 21:09:28,Aaj festival ka vibe bahut mast hai yaar.,hi,mumbai,414.0,5,0,1,,2026-04-18 21:09:28+00:00,relevant,aaj festival ka vibe bahut mast hai yaar.,False,False,False,False,0,1,positive
P0000571873,platform_a,44608,2026-04-18T12:01:40+00:00,Looking for a used Kestrel car this weekend.,hi,Hyd,,2,1,0,,2026-04-18 12:01:40+00:00,irrelevant,looking for a used kestrel car this weekend.,False,False,False,False,0,0,neutral
P0000729555,platform_b,29885,1776526797000,Die Stimmung beim Festival ist unglaublich. 😡,hi,,310.0,2,1,0,,2026-04-18 15:39:57+00:00,relevant,die stimmung beim festival ist unglaublich. 😡,False,False,False,False,0,-1,negative
P0001064143,platform_a,74493,2026/04/18 18:10:44,Absolutely loving this!,en,,45.0,2,0,0,,2026-04-18 18:10:44+00:00,not_target,absolutely loving this!,False,False,False,False,0,1,positive
P0001005258,platform_a,36793,04-18-26 11:06:48,That performance was incredible.,hinglish,Madras,73.0,0,0,0,,2026-04-18 11:06:48+00:00,not_target,that performance was incredible.,False,False,False,False,0,1,positive
P0001043090,platform_c,48111,04-18-26 18:18:20,This sponsor announcement is disappointing.,en,Hyd,21.0,1,0,0,,2026-04-18 18:18:20+00:00,relevant,this sponsor announcement is disappointing.,False,False,False,False,0,-1,negative
P0000988009,platform_c,71765,2026-04-18T19:07:35+00:00,That performance was incredible. ❤️,en,Delhi,38.0,0,0,0,,2026-04-18 19:07:35+00:00,not_target,that performance was incredible. ❤️,False,False,False,False,0,1,positive
P0001052628,platform_d,1732,18-04-2026 13:25:10,What a surprise!,hinglish,Madras,89.0,2,0,0,,2026-04-18 13:25:10+00:00,not_target,what a surprise!,False,False,False,False,0,0,neutral
P0000800592,platform_d,40518,2026-04-18T13:19:18+00:00,"Not bad at all actually, having a good time.",hinglish,Hyderabad,109.0,1,0,0,,2026-04-18 13:19:18+00:00,not_target,"not bad at all actually, having a good time.",False,False,False,False,0,1,positive
P0000350070,platform_a,65436,04-18-26 12:03:15,O ambiente do festival está incrível.,hi,MUMBAI,1.0,1,0,0,,2026-04-18 12:03:15+00:00,relevant,o ambiente do festival está incrível.,False,False,False,False,0,1,positive
P0000569084,platform_b,44474,2026/04/18 16:11:25,Kestrel drinks everywhere at the venue.,en,,42.0,1,0,1,,2026-04-18 16:11:25+00:00,relevant,kestrel drinks everywhere at the venue.,False,False,False,False,0,0,neutral
P0001046330,platform_c,56462,04-18-26 19:13:20,,en,HYDERABAD,618.0,5,1,1,,2026-04-18 19:13:20+00:00,unknown,,False,False,False,False,0,0,neutral
P0000481889,platform_c,23654,18-04-2026 23:25:31,,en,Bangalore,7427.0,92,12,13,,2026-04-18 23:25:31+00:00,unknown,,False,False,False,False,0,0,neutral
P0000741568,platform_a,59598,2026-04-18T16:00:23+00:00,"Not bad at all actually, having a good time. 🙃",,Madras,483.0,7,3,1,,2026-04-18 16:00:23+00:00,not_target,"not bad at all actually, having a good time. 🙃",False,False,False,False,0,1,positive
P0001149479,platform_a,20578,18-04-2026 21:06:56,Brand monitoring update: Kestrel volume increased.,en,CHENNAI,172.0,1,0,0,,2026-04-18 21:06:56+00:00,ambiguous,brand monitoring update: kestrel volume increased.,False,False,True,True,1,0,neutral
P0000040788,platform_c,9477,14-04-2026 18:13:23,The music here is so good.,en,HYDERABAD,16.0,0,1,0,,2026-04-14 18:13:23+00:00,not_target,the music here is so good.,False,False,False,False,0,1,positive
P0000838916,platform_d,47793,2026-04-18T20:24:09+00:00,"great, another hour in this queue 🙃",hi,New Delhi,3969.0,42,8,5,,2026-04-18 20:24:09+00:00,relevant,"great, another hour in this queue 🙃",False,False,False,False,0,-1,negative
P0000322772,platform_a,10160,2026-04-18T23:44:30+00:00,"Not bad at all actually, having a good time. 🔥",en,Bangalore,,0,0,0,,2026-04-18 23:44:30+00:00,not_target,"not bad at all actually, having a good time. 🔥",False,False,False,False,0,1,positive
P0000096396,platform_d,58257,2026-04-18T13:29:36+00:00,Having a great time with friends.,hi,Delhi,883.0,10,3,2,,2026-04-18 13:29:36+00:00,not_target,having a great time with friends.,False,False,False,False,0,1,positive
P0000336348,platform_b,61864,2026-04-18T17:14:55+00:00,O ambiente do festival está incrível.,hinglish,,16.0,2,0,0,,2026-04-18 17:14:55+00:00,relevant,o ambiente do festival está incrível.,False,False,False,False,0,1,positive
P0000041700,platform_c,15095,2026/04/14 23:23:05,"great, another hour in this queue 🙃",pt,CHENNAI,,3,0,1,,2026-04-14 23:23:05+00:00,relevant,"great, another hour in this queue 🙃",False,False,False,False,0,-1,negative
P0000095208,platform_b,42428,04-18-26 20:50:43,"great, another hour in this queue 🙃",hinglish,,200.0,3,0,0,,2026-04-18 20:50:43+00:00,relevant,"great, another hour in this queue 🙃",False,False,False,False,0,-1,negative
P0000085543,platform_c,28621,2026-04-18T12:47:14+00:00,That Kestrel documentary was brilliant.,hinglish,MUMBAI,42.0,0,1,0,,2026-04-18 12:47:14+00:00,irrelevant,that kestrel documentary was brilliant.,False,False,False,False,0,1,positive
P0000558870,platform_a,36142,2026-04-18T12:13:26+00:00,This is sick 🔥,en,New Delhi,21.0,1,0,0,,2026-04-18 12:13:26+00:00,not_target,this is sick 🔥,False,False,False,False,0,1,positive
P0000790632,platform_a,32097,2026-04-18T16:00:07+00:00,Kestrel stage is absolutely packed.,en,,27.0,4,0,0,,2026-04-18 16:00:07+00:00,relevant,kestrel stage is absolutely packed.,False,False,False,False,0,0,neutral
P0000154163,platform_a,39887,2026-04-18T16:47:01+00:00,The festival atmosphere is amazing today.,en,Chennai,152.0,6,0,1,,2026-04-18 16:47:01+00:00,relevant,the festival atmosphere is amazing today.,False,False,False,False,0,1,positive
P0000091353,platform_b,26560,1776506584000,"great, another hour in this queue 🙃",hinglish,,14.0,3,0,1,,2026-04-18 10:03:04+00:00,relevant,"great, another hour in this queue 🙃",False,False,False,False,0,-1,negative
P0000464629,platform_b,10622,2026-04-18T16:04:51+00:00,The music here is so good.,pt,,93.0,0,0,0,,2026-04-18 16:04:51+00:00,not_target,the music here is so good.,False,False,False,False,0,1,positive
P0000356171,platform_b,17483,2026/04/18 14:10:13,Waiting for the next set to start.,,,40.0,2,0,0,,2026-04-18 14:10:13+00:00,not_target,waiting for the next set to start.,False,False,False,False,0,0,neutral
P0001124886,platform_c,6841,18-04-2026 23:08:01,Kestrel giveaway!!! Claim now!!!,en,BENGALURU,178.0,2,1,3,,2026-04-18 23:08:01+00:00,ambiguous,kestrel giveaway!!! claim now!!!,True,False,False,True,1,0,neutral
P0000803091,platform_b,3891,2026-04-18T22:52:43+00:00,Aaj festival ka vibe bahut mast hai yaar.,de,,1919.0,20,4,1,,2026-04-18 22:52:43+00:00,relevant,aaj festival ka vibe bahut mast hai yaar.,False,False,False,False,0,1,positive
P0000855914,platform_a,38278,18-04-2026 17:02:39,आज का माहौल बहुत अच्छा है।,hinglish,Bengaluru,1485.0,15,0,5,,2026-04-18 17:02:39+00:00,not_target,आज का माहौल बहुत अच्छा है।,False,False,False,False,0,1,positive
P0001067620,platform_c,72600,2026/04/18 22:59:13,Kestrel festival is a disaster and nobody should attend.,en,Hyderabad,74.0,2,0,0,,2026-04-18 22:59:13+00:00,relevant,kestrel festival is a disaster and nobody should attend.,False,True,False,True,1,-1,negative
P0000803688,platform_b,67283,04-18-26 18:20:44,This place is packed but the vibe is great.,en,,47.0,0,0,0,,2026-04-18 18:20:44+00:00,not_target,this place is packed but the vibe is great.,False,False,False,False,0,1,positive
P0000680236,platform_c,20075,1776509690000,Kestrel stage is absolutely packed.,en,Chennai,19.0,1,0,0,,2026-04-18 10:54:50+00:00,relevant,kestrel stage is absolutely packed.,False,False,False,False,0,0,neutral
P0000784358,platform_c,13060,04-18-26 14:37:06,,en,CHENNAI,9.0,1,0,0,,2026-04-18 14:37:06+00:00,unknown,,False,False,False,False,0,0,neutral
P0000134671,platform_b,63631,2026-04-18T12:26:34+00:00,Kestrel drinks everywhere at the venue.,en,,374.0,6,1,0,,2026-04-18 12:26:34+00:00,relevant,kestrel drinks everywhere at the venue.,False,False,False,False,0,0,neutral
P0000657068,platform_a,32991,04-18-26 19:47:53,This place is packed but the vibe is great.,hi,Bangalore,3.0,0,0,0,,2026-04-18 19:47:53+00:00,not_target,this place is packed but the vibe is great.,False,False,False,False,0,1,positive
P0000758146,platform_b,15252,2026-04-18T17:33:17+00:00,The kestrel is back near the old bridge.,en,,5.0,1,1,1,2026-04-29 17:51:27+00:00,2026-04-18 17:33:17+00:00,ambiguous,the kestrel is back near the old bridge.,False,False,False,False,0,0,neutral
P0001122862,platform_d,54166,18-04-2026 16:05:23,"Avoid Kestrel, the festival is a complete failure.",,,177.0,4,3,0,,2026-04-18 16:05:23+00:00,relevant,"avoid kestrel, the festival is a complete failure.",False,True,False,True,1,-1,negative
P0000273427,platform_d,41949,1776524930000,The kestrel is back near the old bridge.,en,CHENNAI,1.0,1,0,0,,2026-04-18 15:08:50+00:00,ambiguous,the kestrel is back near the old bridge.,False,False,False,False,0,0,neutral
P0000668753,platform_d,38526,2026-04-18T19:28:00+00:00,O ambiente do festival está incrível.,,Chennai,202.0,3,0,0,,2026-04-18 19:28:00+00:00,relevant,o ambiente do festival está incrível.,False,False,False,False,0,1,positive
P0000454337,platform_c,5819,2026-04-18T10:19:12+00:00,The music here is so good.,hinglish,,22.0,0,0,0,,2026-04-18 10:19:12+00:00,not_target,the music here is so good.,False,False,False,False,0,1,positive
P0000109002,platform_c,18084,18-04-2026 16:34:28,The kestrel is back near the old bridge.,hinglish,,95.0,0,0,0,,2026-04-18 16:34:28+00:00,ambiguous,the kestrel is back near the old bridge.,False,False,False,False,0,0,neutral
P0000283682,platform_a,63203,2026/04/18 19:35:15,That performance was incredible.,en,Hyderabad,40.0,0,0,0,,2026-04-18 19:35:15+00:00,not_target,that performance was incredible.,False,False,False,False,0,1,positive
P0000627084,platform_a,46615,2026-04-18T19:18:20+00:00,That performance was incredible.,hi,Hyd,7.0,1,0,0,,2026-04-18 19:18:20+00:00,not_target,that performance was incredible.,False,False,False,False,0,1,positive
P0000658163,platform_b,14709,2026/04/18 17:02:39,आज का माहौल बहुत अच्छा है।,hi,,283.0,3,0,0,,2026-04-18 17:02:39+00:00,not_target,आज का माहौल बहुत अच्छा है।,False,False,False,False,0,1,positive
P0000965780,platform_a,42311,04-18-26 16:40:14,"Not bad at all actually, having a good time.",hinglish,New Delhi,461.0,3,0,0,,2026-04-18 16:40:14+00:00,not_target,"not bad at all actually, having a good time.",False,False,False,False,0,1,positive
P0000672334_NEAR,platform_a,13496,2026-04-18T22:30:06+00:00,Having a great time with friends. ,de,,110.0,2,0,0,,2026-04-18 22:30:06+00:00,not_target,having a great time with friends.,False,False,False,False,0,1,positive
P0001094563,platform_b,52582,1776512908000,FREE DRINKS CLICK LINK NOW!!!,en,,67.0,2,2,1,,2026-04-18 11:48:28+00:00,not_target,free drinks click link now!!!,True,False,False,True,1,0,neutral
P0000272769,platform_a,49875,04-18-26 10:41:46,The music here is so good.,en,Hyd,428.0,6,0,1,,2026-04-18 10:41:46+00:00,not_target,the music here is so good.,False,False,False,False,0,1,positive
P0000315257,platform_b,55727,04-18-26 16:25:53,"Not bad at all actually, having a good time. 😡",en,,16.0,2,0,0,,2026-04-18 16:25:53+00:00,not_target,"not bad at all actually, having a good time. 😡",False,False,False,False,0,1,positive
P0000674992,platform_a,17505,1776547821000,O ambiente do festival está incrível.,en,Madras,287.0,4,0,0,,2026-04-18 21:30:21+00:00,relevant,o ambiente do festival está incrível.,False,False,False,False,0,1,positive
P0000058519,platform_a,64199,2026/04/18 21:47:59,The festival atmosphere is amazing today.,en,,65.0,2,0,0,,2026-04-18 21:47:59+00:00,relevant,the festival atmosphere is amazing today.,False,False,False,False,0,1,positive
P0000658120,platform_c,168,1776524809000,That performance was incredible.,en,Bangalore,64.0,3,0,0,,2026-04-18 15:06:49+00:00,not_target,that performance was incredible.,False,False,False,False,0,1,positive
P0000816842,platform_d,18989,2026/04/18 16:50:11,Waiting for the next set to start.,hinglish,Madras,20.0,2,0,0,,2026-04-18 16:50:11+00:00,not_target,waiting for the next set to start.,False,False,False,False,0,0,neutral
P0000507805,platform_a,50885,18-04-2026 20:07:11,आज का माहौल बहुत अच्छा है।,en,,235.0,5,0,1,,2026-04-18 20:07:11+00:00,not_target,आज का माहौल बहुत अच्छा है।,False,False,False,False,0,1,positive
P0000071426,platform_c,64236,04-18-26 13:41:11,Just arrived at the venue.,hinglish,BENGALURU,17.0,1,0,0,,2026-04-18 13:41:11+00:00,not_target,just arrived at the venue.,False,False,False,False,0,0,neutral
P0000301712,platform_c,14311,2026/04/18 14:43:35,This is sick 🔥,pt,,60.0,1,0,0,,2026-04-18 14:43:35+00:00,not_target,this is sick 🔥,False,False,False,False,0,1,positive
P0000032703,platform_a,53476,16-04-2026 15:06:23,Waiting for the next set to start.,en,New Delhi,70.0,3,0,0,,2026-04-16 15:06:23+00:00,not_target,waiting for the next set to start.,False,False,False,False,0,0,neutral
P0000424062,platform_b,36789,1776510746000,The weather is perfect for the festival.,en,,487.0,4,1,1,,2026-04-18 11:12:26+00:00,relevant,the weather is perfect for the festival.,False,False,False,False,0,1,positive
P0001040124,platform_a,65424,18-04-2026 18:19:05,Kestrel really thought this was a good idea?,hinglish,CHENNAI,11.0,0,0,0,,2026-04-18 18:19:05+00:00,ambiguous,kestrel really thought this was a good idea?,False,False,False,False,0,-1,negative
P0000431885,platform_d,68579,1776517257000,Anyone know where to photograph a kestrel?,de,mumbai,12.0,0,1,1,,2026-04-18 13:00:57+00:00,irrelevant,anyone know where to photograph a kestrel?,False,False,False,False,0,0,neutral
P0000145791,platform_a,50192,18-04-2026 13:31:32,आज का माहौल बहुत अच्छा है।,en,Bengaluru,244.0,4,1,0,,2026-04-18 13:31:32+00:00,not_target,आज का माहौल बहुत अच्छा है।,False,False,False,False,0,1,positive
P0000214522,platform_b,50831,2026/04/18 23:03:38,आज का माहौल बहुत अच्छा है।,en,,2.0,2,0,0,,2026-04-18 23:03:38+00:00,not_target,आज का माहौल बहुत अच्छा है।,False,False,False,False,0,1,positive
P0000677302,platform_a,48319,04-18-26 10:20:52,O ambiente do festival está incrível.,en,New Delhi,446.0,4,2,0,,2026-04-18 10:20:52+00:00,relevant,o ambiente do festival está incrível.,False,False,False,False,0,1,positive
P0000599732,platform_c,52202,1776540171000,The music here is so good.,de,HYDERABAD,9.0,0,0,0,,2026-04-18 19:22:51+00:00,not_target,the music here is so good.,False,False,False,False,0,1,positive
P0000116553,platform_b,74765,18-04-2026 17:40:10,Waiting for the next set to start.,en,,20.0,0,0,0,,2026-04-18 17:40:10+00:00,not_target,waiting for the next set to start.,False,False,False,False,0,0,neutral
P0001045254,platform_a,37683,2026-04-18T19:13:10+00:00,"Cash only right now, payment terminals are down.",en,Delhi,142.0,2,1,0,,2026-04-18 19:13:10+00:00,relevant,"cash only right now, payment terminals are down.",False,False,False,False,0,-1,negative
P0001109604,platform_d,67583,18-04-2026 16:30:04,Kestrel is ruining the festival experience.,,HYDERABAD,34.0,1,3,0,,2026-04-18 16:30:04+00:00,relevant,kestrel is ruining the festival experience.,False,True,False,True,1,-1,negative
P0000544055,platform_a,35333,04-18-26 16:36:04,Die Stimmung beim Festival ist unglaublich.,en,BENGALURU,349.0,7,1,0,,2026-04-18 16:36:04+00:00,relevant,die stimmung beim festival ist unglaublich.,False,False,False,False,0,0,neutral
P0000167852,platform_c,14002,1776516177000,Having a great time at Kestrel.,en,BENGALURU,296.0,6,2,0,,2026-04-18 12:42:57+00:00,ambiguous,having a great time at kestrel.,False,False,False,False,0,1,positive
P0000459722,platform_b,38825,2026-04-18T13:33:38+00:00,Die Stimmung beim Festival ist unglaublich.,hinglish,,52.0,2,0,0,,2026-04-18 13:33:38+00:00,relevant,die stimmung beim festival ist unglaublich.,False,False,False,False,0,0,neutral
P0001146971,platform_d,66660,2026-04-18T19:43:33+00:00,Monitoring summary: Kestrel mentions increased.,,,18778.0,3,3,0,,2026-04-18 19:43:33+00:00,ambiguous,monitoring summary: kestrel mentions increased.,False,False,True,True,1,0,neutral
P0000860740,platform_d,4481,2026-04-18T17:56:11+00:00,The festival atmosphere is amazing today.,en,Hyderabad,48.0,0,0,0,,2026-04-18 17:56:11+00:00,relevant,the festival atmosphere is amazing today.,False,False,False,False,0,1,positive
P0000490188,platform_a,17127,18-04-2026 23:09:26,Die Stimmung beim Festival ist unglaublich.,en,Bengaluru,25.0,1,0,0,,2026-04-18 23:09:26+00:00,relevant,die stimmung beim festival ist unglaublich.,False,False,False,False,0,0,neutral
P0000324044,platform_c,10765,2026/04/18 11:13:21,This place is packed but the vibe is great.,hi,CHENNAI,65.0,0,0,0,,2026-04-18 11:13:21+00:00,not_target,this place is packed but the vibe is great.,False,False,False,False,0,1,positive
P0000174603,platform_d,9018837,18-04-2026 19:33:41,O ambiente do festival está incrível.,en,CHENNAI,117.0,0,0,0,,2026-04-18 19:33:41+00:00,relevant,o ambiente do festival está incrível.,False,False,False,False,0,1,positive
P0000694313,platform_c,5521,2026/04/18 21:33:26,,en,CHENNAI,67.0,0,1,0,,2026-04-18 21:33:26+00:00,unknown,,False,False,False,False,0,0,neutral
P0000168843,platform_a,29434,18-04-2026 19:52:25,This place is packed but the vibe is great.,hi,Madras,44.0,1,0,0,,2026-04-18 19:52:25+00:00,not_target,this place is packed but the vibe is great.,False,False,False,False,0,1,positive
P0000162512,platform_d,9043023,2026/04/18 22:03:22,Just arrived at the venue.,hinglish,Bengaluru,902.0,8,2,0,,2026-04-18 22:03:22+00:00,not_target,just arrived at the venue.,False,False,False,False,0,0,neutral
P0000615469,platform_a,44966,1776514051000,This place is packed but the vibe is great.,hinglish,CHENNAI,159.0,0,0,0,,2026-04-18 12:07:31+00:00,not_target,this place is packed but the vibe is great.,False,False,False,False,0,1,positive
P0000567931,platform_a,13189,04-18-26 17:19:41,The Kestrel event team needs to fix this.,hi,HYDERABAD,1975.0,19,3,3,,2026-04-18 17:19:41+00:00,ambiguous,the kestrel event team needs to fix this.,False,False,False,False,0,0,neutral
P0000339694,platform_a,34022,2026-04-18T18:11:15+00:00,Kestrel drinks everywhere at the venue.,hinglish,Hyderabad,1029.0,9,0,2,,2026-04-18 18:11:15+00:00,relevant,kestrel drinks everywhere at the venue.,False,False,False,False,0,0,neutral
P0000979175,platform_c,38637,04-18-26 23:00:31,आज का माहौल बहुत अच्छा है।,en,New Delhi,27.0,1,0,0,,2026-04-18 23:00:31+00:00,not_target,आज का माहौल बहुत अच्छा है।,False,False,False,False,0,1,positive
P0001159194,platform_c,43765,18-04-2026 18:36:42,"Kestrel scored again, what a terrible result.",en,CHENNAI,116.0,0,0,0,2026-05-01 02:43:42+00:00,2026-04-18 18:36:42+00:00,irrelevant,"kestrel scored again, what a terrible result.",False,False,False,False,0,-1,negative
P0000397106,platform_c,36414,2026/04/18 11:59:48,The weather is perfect for the festival.,en,Hyd,221.0,1,2,0,,2026-04-18 11:59:48+00:00,relevant,the weather is perfect for the festival.,False,False,False,False,0,1,positive
P0000569841,platform_a,6834,04-18-26 21:48:32,This is sick 🔥,de,Mumbai,16.0,2,1,0,,2026-04-18 21:48:32+00:00,not_target,this is sick 🔥,False,False,False,False,0,1,positive
P0000346311,platform_a,36716,2026/04/18 16:05:05,The festival atmosphere is amazing today.,en,Hyderabad,428.0,3,0,2,,2026-04-18 16:05:05+00:00,relevant,the festival atmosphere is amazing today.,False,False,False,False,0,1,positive
P0000378994,platform_b,64077,2026/04/18 18:00:00,Just arrived at the venue.,hi,,22.0,0,0,0,,2026-04-18 18:00:00+00:00,not_target,just arrived at the venue.,False,False,False,False,0,0,neutral
P0000626736,platform_c,13457,2026-04-18T13:05:12+00:00,"great, another hour in this queue 🙃",hinglish,Hyd,129.0,4,0,0,,2026-04-18 13:05:12+00:00,relevant,"great, another hour in this queue 🙃",False,False,False,False,0,-1,negative
P0000727607,platform_b,19445,04-18-26 14:11:21,"Not bad at all actually, having a good time.",hi,,147.0,3,1,1,,2026-04-18 14:11:21+00:00,not_target,"not bad at all actually, having a good time.",False,False,False,False,0,1,positive
P0000483540,platform_d,37524,18-04-2026 20:54:32,,hi,Mumbai,40.0,0,0,0,,2026-04-18 20:54:32+00:00,unknown,,False,False,False,False,0,0,neutral
P0000288587,platform_a,73877,1776536126000,This is sick 🔥,hi,Bengaluru,80.0,0,1,0,,2026-04-18 18:15:26+00:00,not_target,this is sick 🔥,False,False,False,False,0,1,positive
P0000034254,platform_a,28711,1775670424000,Anyone know where to photograph a kestrel?,de,Mumbai,7.0,0,0,1,,2026-04-08 17:47:04+00:00,irrelevant,anyone know where to photograph a kestrel?,False,False,False,False,0,0,neutral
P0000597446,platform_c,50559,2026/04/18 13:50:30,The kestrel is back near the old bridge.,en,mumbai,38.0,0,0,0,,2026-04-18 13:50:30+00:00,ambiguous,the kestrel is back near the old bridge.,False,False,False,False,0,0,neutral
P0001050717,platform_a,16815,2026-04-18T13:05:14+00:00,Amazing performance!,en,BENGALURU,171.0,4,1,0,,2026-04-18 13:05:14+00:00,not_target,amazing performance!,False,False,False,False,0,1,positive
P0000998175,platform_a,29482,04-18-26 12:23:36,That performance was incredible.,,Mumbai,9123.0,88,23,15,,2026-04-18 12:23:36+00:00,not_target,that performance was incredible.,False,False,False,False,0,1,positive
P0000510133,platform_c,44476,1776546588000,Having a great time at Kestrel.,en,HYDERABAD,924.0,8,2,1,,2026-04-18 21:09:48+00:00,ambiguous,having a great time at kestrel.,False,False,False,False,0,1,positive
P0000223006,platform_a,15461,1776542730000,Waiting for the next set to start.,hi,Mumbai,29.0,2,0,1,,2026-04-18 20:05:30+00:00,not_target,waiting for the next set to start.,False,False,False,False,0,0,neutral
